pixel;Longitude;Latitude
1;-6.34132723247514;62.3525537108273
2;-7.23936092651774;62.2527579868127
3;-7.43892396963832;62.1529622627981
4;-7.33914244807803;62.1529622627981
5;-7.23936092651774;62.1529622627981
6;-6.64067179715601;61.9533708147689
7;-6.54089027559572;61.9533708147689
8;-6.84023484027659;61.7537793667398
9;-6.94001636183688;61.6539836427252
10;-0.853343546659229;60.8556178506085
11;-0.953125068219521;60.7558221265939
12;-1.1526881113401;60.6560264025793
13;-1.85115876226212;60.3566392305355
14;-1.45203267602097;60.3566392305355
15;-1.05290658977981;60.3566392305355
16;-0.953125068219521;60.3566392305355
17;-0.853343546659229;60.3566392305355
18;-2.0507218053827;60.2568435065209
19;-1.95094028382241;60.2568435065209
20;-1.05290658977981;60.2568435065209
21;-2.0507218053827;60.1570477825064
22;-1.85115876226212;60.1570477825064
23;-1.05290658977981;60.1570477825064
24;-1.35225115446068;60.0572520584918
25;-1.35225115446068;59.9574563344772
26;-1.35225115446068;59.8576606104626
27;-2.94875549942531;59.3586819903896
28;-2.84897397786501;59.3586819903896
29;-2.64941093474444;59.3586819903896
30;-2.54962941318415;59.3586819903896
31;-2.44984789162386;59.3586819903896
32;-2.35006637006357;59.3586819903896
33;-3.04853702098559;59.2588862663751
34;-2.94875549942531;59.2588862663751
35;-2.74919245630473;59.2588862663751
36;-2.64941093474444;59.2588862663751
37;-2.44984789162386;59.2588862663751
38;-2.35006637006357;59.2588862663751
39;-3.24810006410617;59.1590905423605
40;-3.14831854254588;59.1590905423605
41;-2.84897397786501;59.1590905423605
42;-2.74919245630473;59.1590905423605
43;-2.64941093474444;59.1590905423605
44;-2.54962941318415;59.1590905423605
45;-2.44984789162386;59.1590905423605
46;-4.44547832282964;59.0592948183459
47;-2.74919245630473;59.0592948183459
48;-2.64941093474444;59.0592948183459
49;-2.54962941318415;59.0592948183459
50;-6.34132723247514;58.9594990943313
51;-3.34788158566646;58.9594990943313
52;-2.64941093474444;58.9594990943313
53;-4.94438593063109;58.6601119222875
54;-3.44766310722675;58.6601119222875
55;-3.34788158566646;58.6601119222875
56;-6.24154571091485;58.5603161982729
57;-5.14394897375167;58.5603161982729
58;-5.04416745219138;58.5603161982729
59;-4.64504136595022;58.5603161982729
60;-4.44547832282964;58.5603161982729
61;-4.34569680126936;58.5603161982729
62;-4.24591527970907;58.5603161982729
63;-2.74919245630473;58.5603161982729
64;-6.54089027559572;58.4605204742584
65;-6.44110875403543;58.4605204742584
66;-6.14176418935456;58.4605204742584
67;-3.04853702098559;58.4605204742584
68;-6.7404533187163;58.3607247502438
69;-6.64067179715601;58.3607247502438
70;-7.6384870127589;58.2609290262292
71;-7.53870549119861;58.2609290262292
72;-6.94001636183688;58.2609290262292
73;-6.84023484027659;58.2609290262292
74;-5.44329353843254;58.2609290262292
75;-5.34351201687225;58.2609290262292
76;-5.24373049531196;58.2609290262292
77;-5.14394897375167;58.2609290262292
78;-2.94875549942531;58.2609290262292
79;-2.84897397786501;58.2609290262292
80;-2.74919245630473;58.2609290262292
81;-2.64941093474444;58.2609290262292
82;-7.13957940495746;58.1611333022146
83;-3.34788158566646;58.1611333022146
84;-3.04853702098559;58.1611333022146
85;-2.94875549942531;58.1611333022146
86;-2.84897397786501;58.1611333022146
87;-2.74919245630473;58.1611333022146
88;-7.13957940495746;58.0613375782
89;-5.44329353843254;58.0613375782
90;-3.44766310722675;58.0613375782
91;-3.14831854254588;58.0613375782
92;-3.04853702098559;58.0613375782
93;-7.33914244807803;57.9615418541854
94;-7.23936092651774;57.9615418541854
95;-7.13957940495746;57.9615418541854
96;-6.14176418935456;57.9615418541854
97;-5.54307505999283;57.9615418541854
98;-5.44329353843254;57.9615418541854
99;-3.74700767190762;57.9615418541854
100;-3.64722615034733;57.9615418541854
101;-3.44766310722675;57.9615418541854
102;-3.34788158566646;57.9615418541854
103;-7.33914244807803;57.8617461301708
104;-7.23936092651774;57.8617461301708
105;-7.13957940495746;57.8617461301708
106;-5.84241962467369;57.8617461301708
107;-3.74700767190762;57.8617461301708
108;-3.64722615034733;57.8617461301708
109;-3.54744462878704;57.8617461301708
110;-7.53870549119861;57.7619504061562
111;-7.43892396963832;57.7619504061562
112;-7.33914244807803;57.7619504061562
113;-7.23936092651774;57.7619504061562
114;-7.13957940495746;57.7619504061562
115;-5.84241962467369;57.7619504061562
116;-3.74700767190762;57.7619504061562
117;-3.64722615034733;57.7619504061562
118;-3.54744462878704;57.7619504061562
119;-3.34788158566646;57.7619504061562
120;-3.24810006410617;57.7619504061562
121;-3.14831854254588;57.7619504061562
122;-3.04853702098559;57.7619504061562
123;-2.94875549942531;57.7619504061562
124;-2.84897397786501;57.7619504061562
125;9.42415317405057;57.7619504061562
126;9.52393469561085;57.7619504061562
127;9.62371621717115;57.7619504061562
128;9.72349773873144;57.7619504061562
129;9.82327926029172;57.7619504061562
130;-7.83805005587948;57.6621546821416
131;-7.73826853431919;57.6621546821416
132;-7.6384870127589;57.6621546821416
133;-7.53870549119861;57.6621546821416
134;-7.43892396963832;57.6621546821416
135;-7.33914244807803;57.6621546821416
136;-7.23936092651774;57.6621546821416
137;-7.03979788339717;57.6621546821416
138;-3.74700767190762;57.6621546821416
139;-1.85115876226212;57.6621546821416
140;9.22459013092999;57.6621546821416
141;9.32437165249028;57.6621546821416
142;9.42415317405057;57.6621546821416
143;9.52393469561085;57.6621546821416
144;9.62371621717115;57.6621546821416
145;9.72349773873144;57.6621546821416
146;9.82327926029172;57.6621546821416
147;9.92306078185201;57.6621546821416
148;10.0228423034123;57.6621546821416
149;10.1226238249726;57.6621546821416
150;10.2224053465329;57.6621546821416
151;10.3221868680932;57.6621546821416
152;-7.73826853431919;57.5623589581271
153;-7.6384870127589;57.5623589581271
154;-7.53870549119861;57.5623589581271
155;-1.75137724070184;57.5623589581271
156;8.92524556624912;57.5623589581271
157;9.02502708780941;57.5623589581271
158;9.1248086093697;57.5623589581271
159;9.22459013092999;57.5623589581271
160;9.32437165249028;57.5623589581271
161;9.42415317405057;57.5623589581271
162;9.52393469561085;57.5623589581271
163;9.62371621717115;57.5623589581271
164;9.72349773873144;57.5623589581271
165;9.82327926029172;57.5623589581271
166;-7.73826853431919;57.4625632341125
167;-7.6384870127589;57.4625632341125
168;-7.53870549119861;57.4625632341125
169;-7.43892396963832;57.4625632341125
170;-6.7404533187163;57.4625632341125
171;-6.04198266779427;57.4625632341125
172;8.72568252312854;57.4625632341125
173;8.82546404468883;57.4625632341125
174;8.92524556624912;57.4625632341125
175;9.02502708780941;57.4625632341125
176;9.1248086093697;57.4625632341125
177;9.22459013092999;57.4625632341125
178;9.32437165249028;57.4625632341125
179;9.42415317405057;57.4625632341125
180;9.52393469561085;57.4625632341125
181;9.62371621717115;57.4625632341125
182;9.72349773873144;57.4625632341125
183;-7.53870549119861;57.3627675100979
184;-7.43892396963832;57.3627675100979
185;-7.33914244807803;57.3627675100979
186;8.2267749153271;57.3627675100979
187;8.32655643688738;57.3627675100979
188;8.42633795844768;57.3627675100979
189;8.52611948000796;57.3627675100979
190;8.62590100156825;57.3627675100979
191;8.72568252312854;57.3627675100979
192;8.82546404468883;57.3627675100979
193;8.92524556624912;57.3627675100979
194;9.02502708780941;57.3627675100979
195;9.1248086093697;57.3627675100979
196;9.22459013092999;57.3627675100979
197;9.32437165249028;57.3627675100979
198;9.42415317405057;57.3627675100979
199;9.52393469561085;57.3627675100979
200;9.62371621717115;57.3627675100979
201;-7.6384870127589;57.2629717860833
202;-7.53870549119861;57.2629717860833
203;-7.43892396963832;57.2629717860833
204;-1.95094028382241;57.2629717860833
205;7.92743035064623;57.2629717860833
206;8.02721187220652;57.2629717860833
207;8.12699339376681;57.2629717860833
208;8.2267749153271;57.2629717860833
209;8.32655643688738;57.2629717860833
210;8.42633795844768;57.2629717860833
211;8.52611948000796;57.2629717860833
212;8.62590100156825;57.2629717860833
213;8.72568252312854;57.2629717860833
214;8.82546404468883;57.2629717860833
215;8.92524556624912;57.2629717860833
216;9.02502708780941;57.2629717860833
217;9.1248086093697;57.2629717860833
218;9.22459013092999;57.2629717860833
219;9.32437165249028;57.2629717860833
220;9.42415317405057;57.2629717860833
221;9.52393469561085;57.2629717860833
222;-7.6384870127589;57.1631760620687
223;-7.53870549119861;57.1631760620687
224;-7.43892396963832;57.1631760620687
225;7.72786730752565;57.1631760620687
226;7.92743035064623;57.1631760620687
227;8.02721187220652;57.1631760620687
228;8.12699339376681;57.1631760620687
229;8.2267749153271;57.1631760620687
230;8.32655643688738;57.1631760620687
231;8.42633795844768;57.1631760620687
232;8.52611948000796;57.1631760620687
233;8.62590100156825;57.1631760620687
234;8.72568252312854;57.1631760620687
235;8.82546404468883;57.1631760620687
236;8.92524556624912;57.1631760620687
237;9.02502708780941;57.1631760620687
238;9.1248086093697;57.1631760620687
239;9.22459013092999;57.1631760620687
240;9.32437165249028;57.1631760620687
241;-7.6384870127589;57.0633803380541
242;-7.53870549119861;57.0633803380541
243;-6.04198266779427;57.0633803380541
244;5.73223687631986;57.0633803380541
245;5.83201839788015;57.0633803380541
246;5.93179991944044;57.0633803380541
247;6.03158144100073;57.0633803380541
248;6.13136296256102;57.0633803380541
249;7.02939665660362;57.0633803380541
250;7.12917817816391;57.0633803380541
251;7.2289596997242;57.0633803380541
252;7.32874122128449;57.0633803380541
253;7.42852274284478;57.0633803380541
254;7.52830426440507;57.0633803380541
255;7.62808578596536;57.0633803380541
256;7.72786730752565;57.0633803380541
257;7.82764882908594;57.0633803380541
258;7.92743035064623;57.0633803380541
259;8.02721187220652;57.0633803380541
260;8.12699339376681;57.0633803380541
261;8.2267749153271;57.0633803380541
262;8.32655643688738;57.0633803380541
263;8.42633795844768;57.0633803380541
264;8.52611948000796;57.0633803380541
265;-7.73826853431919;56.9635846140395
266;-7.6384870127589;56.9635846140395
267;6.53048904880218;56.9635846140395
268;6.63027057036247;56.9635846140395
269;6.73005209192275;56.9635846140395
270;6.82983361348305;56.9635846140395
271;6.92961513504334;56.9635846140395
272;7.02939665660362;56.9635846140395
273;7.12917817816391;56.9635846140395
274;7.2289596997242;56.9635846140395
275;7.32874122128449;56.9635846140395
276;7.42852274284478;56.9635846140395
277;7.52830426440507;56.9635846140395
278;7.62808578596536;56.9635846140395
279;7.72786730752565;56.9635846140395
280;7.82764882908594;56.9635846140395
281;7.92743035064623;56.9635846140395
282;8.02721187220652;56.9635846140395
283;8.12699339376681;56.9635846140395
284;8.2267749153271;56.9635846140395
285;8.32655643688738;56.9635846140395
286;-7.73826853431919;56.8637888900249
287;-7.6384870127589;56.8637888900249
288;-7.53870549119861;56.8637888900249
289;-6.14176418935456;56.8637888900249
290;-5.84241962467369;56.8637888900249
291;-2.0507218053827;56.8637888900249
292;5.53267383319928;56.8637888900249
293;5.63245535475958;56.8637888900249
294;5.93179991944044;56.8637888900249
295;6.03158144100073;56.8637888900249
296;6.23114448412131;56.8637888900249
297;6.3309260056816;56.8637888900249
298;6.43070752724189;56.8637888900249
299;6.53048904880218;56.8637888900249
300;6.63027057036247;56.8637888900249
301;6.73005209192275;56.8637888900249
302;6.82983361348305;56.8637888900249
303;6.92961513504334;56.8637888900249
304;7.02939665660362;56.8637888900249
305;7.12917817816391;56.8637888900249
306;7.2289596997242;56.8637888900249
307;7.32874122128449;56.8637888900249
308;7.42852274284478;56.8637888900249
309;7.52830426440507;56.8637888900249
310;7.62808578596536;56.8637888900249
311;7.72786730752565;56.8637888900249
312;7.82764882908594;56.8637888900249
